Year,Title,Title Name,Average_Depth,Max_Depth,Average_Breadth,Max_Breadth,Num_Leaf_Nodes,Average_Branching_Factor,Variance_Branching_Factor,Number_of_Nodes,Group
2021,33,Navigation and Navigable Waters,4.720734613766998,8,1585.111111111111,4474,10364,3.6558175294720656,22.75724319376844,14266,Economy
2022,33,Navigation and Navigable Waters,4.744776019760999,8,1664.3333333333333,4723,10884,3.6576312576312575,22.800488161953268,14979,Economy
2023,33,Navigation and Navigable Waters,4.746429283199363,8,1672.5555555555557,4767,10932,3.652511526328561,22.6843961430988,15053,Economy
2017,34,Crime control and law enforcement,6.127673990901172,10,939.181818181818,3166,7455,3.5917941585535464,8.591365209367938,10331,
2018,34,Crime control and law enforcement,5.817254685777288,9,1088.4,3776,7889,3.633722871452421,10.598729212014607,10884,
2019,34,Crime control and law enforcement,5.818156808803301,9,1090.5,3785,7907,3.637091394262842,10.652820359226054,10905,
2020,34,Crime control and law enforcement,6.110009017132552,10,1008.181818181818,3384,8003,3.5921606737933267,8.967129992972604,11090,
2021,34,Crime control and law enforcement,6.112210637921894,10,1028.909090909091,3426,8156,3.579063883617964,8.892072747974442,11318,
2022,34,Crime control and law enforcement,6.152855543113102,10,1136.5454545454545,3710,9017,3.5870875179340027,9.1147256637899,12502,
2023,34,Crime control and law enforcement,6.14741323907455,10,1131.6363636363635,3701,8981,3.590135563888088,9.133712903456646,12448,
1994,35,Patents,4.437313432835821,7,83.75,187,500,3.9352941176470586,8.519342560553644,670,Economy
1995,35,Patents,4.463556851311953,7,85.75,189,510,3.892045454545455,8.357663997933876,686,Economy
1996,35,Patents,4.485714285714286,7,87.5,193,521,3.905027932960894,8.275896507599645,700,Economy
1997,35,Patents,4.485714285714286,7,87.5,193,521,3.905027932960894,8.275896507599645,700,Economy
1998,35,Patents,4.484978540772532,7,87.375,192,520,3.899441340782123,8.07927343091665,699,Economy
1999,35,Patents,4.624463519313305,7,116.5,293,683,3.738955823293173,7.486072805277293,932,Economy
2000,35,Patents,4.628601921024546,7,117.125,296,686,3.729083665338645,7.456484817701314,937,Economy
2001,35,Patents,4.628601921024546,7,117.125,296,686,3.729083665338645,7.456484817701314,937,Economy
2002,35,Patents,4.629273504273504,7,117.0,296,686,3.74,7.520399999999997,936,Economy
2003,35,Patents,4.629669156883671,7,117.125,297,687,3.744,7.52646399999997,937,Economy
2004,35,Patents,4.635206786850477,7,117.875,300,691,3.738095238095238,7.471088435374162,943,Economy
2005,35,Patents,4.635206786850477,7,117.875,300,691,3.738095238095238,7.471088435374162,943,Economy
2006,35,Patents,4.635206786850477,7,117.875,300,691,3.738095238095238,7.471088435374162,943,Economy
2007,35,Patents,4.635206786850477,7,117.875,300,691,3.738095238095238,7.471088435374162,943,Economy
2008,35,Patents,4.633862433862434,7,118.125,300,693,3.746031746031746,7.459309649785823,945,Economy
2009,35,Patents,4.633474576271187,7,118.0,299,692,3.742063492063492,7.461246535651342,944,Economy
2010,35,Patents,4.657949790794979,8,106.22222222222224,300,700,3.73046875,7.384384155273437,956,Economy
2011,35,Patents,4.733915806195393,8,139.88888888888889,422,907,3.573863636363636,6.608180526859488,1259,Economy
2012,35,Patents,4.668548387096775,8,137.77777777777777,393,904,3.6875,7.000558035714286,1240,Economy
2013,35,Patents,4.663446054750403,8,138.0,392,905,3.6824925816023737,6.9941445288767055,1242,Economy
2014,35,Patents,4.663446054750403,8,138.0,392,905,3.6824925816023737,6.9941445288767055,1242,Economy
2015,35,Patents,4.673583399840383,8,139.22222222222223,394,912,3.671554252199413,6.971302276382215,1253,Economy
2016,35,Patents,4.673583399840383,8,139.22222222222223,394,912,3.671554252199413,6.971302276382215,1253,Economy
2017,35,Patents,4.673583399840383,8,139.22222222222223,394,912,3.671554252199413,6.971302276382215,1253,Economy
2018,35,Patents,4.673583399840383,8,139.22222222222223,394,912,3.671554252199413,6.971302276382215,1253,Economy
2019,35,Patents,4.673583399840383,8,139.22222222222223,394,912,3.671554252199413,6.971302276382215,1253,Economy
2020,35,Patents,4.673031026252984,8,139.66666666666666,396,914,3.6618075801749272,6.946850376968778,1257,Economy
2021,35,Patents,4.673031026252984,8,139.66666666666666,396,914,3.6618075801749272,6.946850376968778,1257,Economy
2022,35,Patents,4.669025157232705,8,141.33333333333334,402,926,3.673410404624277,6.977154265094076,1272,Economy
2023,35,Patents,4.669025157232705,8,141.33333333333334,402,926,3.673410404624277,6.977154265094076,1272,Economy
1994,36,Patriotic Societies and Observances,2.656592494187977,7,376.375,1318,2526,6.206185567010309,58.25851843979131,3011,Government Structure
1995,36,Patriotic Societies and Observances,2.655618163738813,7,377.125,1320,2530,6.193018480492813,58.69375002635254,3017,Government Structure
1996,36,Patriotic Societies and Observances,2.743376463339495,7,405.75,1372,2694,5.878623188405797,54.50519520583869,3246,Government Structure
1997,36,Patriotic Societies and Observances,2.754819277108434,7,415.0,1404,2756,5.884751773049645,54.57005117951771,3320,Government Structure
1998,36,Patriotic Societies and Observances,4.997405660377359,9,424.0,2073,3181,4.002832861189802,19.09819782947628,4240,Government Structure
1999,36,Patriotic Societies and Observances,5.003038093012386,9,427.9,2086,3210,4.001870907390084,19.0009319534014,4279,Government Structure
2000,36,Patriotic Societies and Observances,5.004616805170822,9,433.2,2108,3252,4.010185185185185,19.05637774348472,4332,Government Structure
2001,36,Patriotic Societies and Observances,5.005071461502997,9,433.8,2110,3256,4.008317929759705,19.09882175474261,4338,Government Structure
2002,36,Patriotic Societies and Observances,5.011098527746319,9,441.5,2140,3315,4.012727272727273,19.090747107437764,4415,Government Structure
2003,36,Patriotic Societies and Observances,5.011098527746319,9,441.5,2140,3315,4.012727272727273,19.090747107437764,4415,Government Structure
2004,36,Patriotic Societies and Observances,5.010869565217392,9,441.6,2140,3316,4.013636363636364,19.091632231404947,4416,Government Structure
2005,36,Patriotic Societies and Observances,5.010869565217392,9,441.6,2140,3316,4.013636363636364,19.091632231404947,4416,Government Structure
2006,36,Patriotic Societies and Observances,5.011988237955213,9,442.1,2141,3319,4.010889292196008,19.08336599681869,4421,Government Structure
2007,36,Patriotic Societies and Observances,5.016078606520768,9,447.8,2158,3356,3.9901960784313726,18.8385848100386,4478,Government Structure
2008,36,Patriotic Societies and Observances,5.015728843597696,9,451.4,2174,3383,3.9902740937223697,18.76294696289148,4514,Government Structure
2009,36,Patriotic Societies and Observances,5.014931927975407,9,455.4,2188,3414,3.993859649122807,18.900839489073466,4554,Government Structure
2010,36,Patriotic Societies and Observances,5.014931927975407,9,455.4,2188,3414,3.993859649122807,18.900839489073466,4554,Government Structure
2011,36,Patriotic Societies and Observances,5.014928649835346,9,455.5,2189,3415,3.994736842105264,18.908744228992592,4555,Government Structure
2012,36,Patriotic Societies and Observances,5.012527472527473,9,455.0,2189,3413,4.000879507475814,18.94371074801474,4550,Government Structure
2013,36,Patriotic Societies and Observances,5.012527472527473,9,455.0,2189,3413,4.000879507475814,18.94371074801474,4550,Government Structure
2014,36,Patriotic Societies and Observances,5.013204225352113,9,454.4,2198,3407,3.995602462620932,17.96216184020466,4544,Government Structure
2015,36,Patriotic Societies and Observances,5.013641364136413,9,454.5,2198,3407,3.992970123022847,17.963043726699777,4545,Government Structure
2016,36,Patriotic Societies and Observances,5.017279090113735,9,457.2,2208,3430,4.002626970227671,18.0481542198678,4572,Government Structure
2017,36,Patriotic Societies and Observances,5.019230769230769,9,457.6,2208,3432,3.999125874125874,18.035838396742783,4576,Government Structure
2018,36,Patriotic Societies and Observances,5.047588285960379,9,464.4,2213,3481,3.992261392949269,17.89417915093446,4644,Government Structure
2019,36,Patriotic Societies and Observances,5.04861260486126,9,464.9,2221,3484,3.989699570815451,17.915773729484826,4649,Government Structure
2020,36,Patriotic Societies and Observances,5.201944500708932,10,448.8181818181818,2224,3685,3.9424920127795526,17.186788678051247,4937,Government Structure
2021,36,Patriotic Societies and Observances,5.201133144475921,10,449.27272727272725,2226,3687,3.937051792828685,17.16814907699928,4942,Government Structure
2022,36,Patriotic Societies and Observances,5.205929810407422,10,450.7272727272728,2230,3699,3.937251787132645,17.191455830962983,4958,Government Structure
2023,36,Patriotic Societies and Observances,5.208465818759937,10,457.45454545454544,2256,3751,3.927400468384075,17.31791431971897,5032,Government Structure
1994,37,Pay and Allowances of the Uniformed Services,3.681372549019608,7,204.0,622,1188,3.673423423423424,13.174879271163071,1632,National Defense
1995,37,Pay and Allowances of the Uniformed Services,3.6833435021354486,7,204.875,626,1192,3.664429530201342,13.108868969866284,1639,National Defense
1996,37,Pay and Allowances of the Uniformed Services,3.704879482657261,7,212.625,640,1237,3.663793103448276,13.093861474435204,1701,National Defense
1997,37,Pay and Allowances of the Uniformed Services,3.681872037914692,7,211.0,646,1229,3.6753812636165577,13.2562784494092,1688,National Defense
1998,37,Pay and Allowances of the Uniformed Services,3.693937610359035,7,212.375,648,1235,3.6594827586206895,13.142668697978634,1699,National Defense
1999,37,Pay and Allowances of the Uniformed Services,3.687431091510474,7,226.75,688,1314,3.626,13.650123999999954,1814,National Defense
2000,37,Pay and Allowances of the Uniformed Services,3.702954898911353,7,241.125,731,1394,3.6037383177570095,13.899051445541238,1929,National Defense
2001,37,Pay and Allowances of the Uniformed Services,3.7244094488188977,7,254.0,773,1465,3.582010582010582,13.724755745919696,2032,National Defense
2002,37,Pay and Allowances of the Uniformed Services,3.7208845208845207,7,254.375,769,1466,3.5746924428822497,13.868322620698756,2035,National Defense
2003,37,Pay and Allowances of the Uniformed Services,3.724582338902148,7,261.875,789,1511,3.585616438356164,14.16390270219547,2095,National Defense
2004,37,Pay and Allowances of the Uniformed Services,3.7322175732217575,7,268.875,818,1552,3.5893155258764606,13.95487749476724,2151,National Defense
2005,37,Pay and Allowances of the Uniformed Services,3.7539790814006366,7,274.875,806,1587,3.5915032679738563,14.146855910120054,2199,National Defense
2006,37,Pay and Allowances of the Uniformed Services,3.746554024010672,7,281.125,820,1628,3.619967793880837,14.721920127787271,2249,National Defense
2007,37,Pay and Allowances of the Uniformed Services,3.746554024010672,7,281.125,820,1628,3.619967793880837,14.721920127787271,2249,National Defense
2008,37,Pay and Allowances of the Uniformed Services,4.223489167616876,7,328.875,937,1909,3.6426592797783934,13.872307609671358,2631,National Defense
2009,37,Pay and Allowances of the Uniformed Services,4.228465804066543,7,338.125,968,1958,3.6198125836680055,13.804587381206955,2705,National Defense
2010,37,Pay and Allowances of the Uniformed Services,4.225533480500368,7,339.75,975,1968,3.6226666666666665,13.88828622222204,2718,National Defense
2011,37,Pay and Allowances of the Uniformed Services,4.435781413156978,7,359.125,971,2092,3.677336747759283,11.655171396203986,2873,National Defense
2012,37,Pay and Allowances of the Uniformed Services,4.446705760607106,7,362.375,973,2110,3.673003802281369,11.586356122925949,2899,National Defense
2013,37,Pay and Allowances of the Uniformed Services,4.445283018867925,7,364.375,984,2123,3.6792929292929295,11.581490409141871,2915,National Defense
2014,37,Pay and Allowances of the Uniformed Services,4.445435827041867,7,364.25,983,2122,3.678030303030303,11.576891069788893,2914,National Defense
2015,37,Pay and Allowances of the Uniformed Services,4.448687350835322,7,366.625,990,2133,3.665,11.56027500000014,2933,National Defense
2016,37,Pay and Allowances of the Uniformed Services,4.459715639810427,7,369.25,991,2143,3.6411837237977807,11.292952482891833,2954,National Defense
2017,37,Pay and Allowances of the Uniformed Services,4.469111331351173,7,378.375,1008,2194,3.63265306122449,11.190386358625094,3027,National Defense
2018,37,Pay and Allowances of the Uniformed Services,4.4703740483283685,7,377.625,1003,2189,3.629807692307693,11.204303809171837,3021,National Defense
2019,37,Pay and Allowances of the Uniformed Services,4.470336189848385,7,379.25,1007,2199,3.632335329341317,11.171409516296702,3034,National Defense
2020,37,Pay and Allowances of the Uniformed Services,4.463558765594222,7,380.75,1012,2207,3.629320619785459,11.112894770862075,3046,National Defense
2021,37,Pay and Allowances of the Uniformed Services,4.351319417093344,7,317.375,866,1843,3.646551724137931,11.452660523186657,2539,National Defense
2022,37,Pay and Allowances of the Uniformed Services,4.367590454195535,7,324.75,876,1882,3.627094972067039,11.490830108298823,2598,National Defense
2023,37,Pay and Allowances of the Uniformed Services,4.369789674952199,7,326.875,882,1894,3.625520110957004,11.449223897307014,2615,National Defense
1994,38,Veterans Benefits,5.482848913328096,9,763.8,2396,5433,3.463492063492064,6.198780549256693,7638,National Defense
1995,38,Veterans Benefits,5.4827766863130325,9,763.5,2394,5430,3.462131519274376,6.188702032589712,7635,National Defense
1996,38,Veterans Benefits,5.487891466970965,9,788.7,2468,5603,3.4527145359019262,6.155820126916755,7887,National Defense
1997,38,Veterans Benefits,5.486915540121543,9,806.3,2527,5730,3.4556365195027863,6.230886575125815,8063,National Defense
1998,38,Veterans Benefits,5.491099350493144,9,831.4,2606,5898,3.4408112582781456,6.165370865038887,8314,National Defense
1999,38,Veterans Benefits,5.502342468962286,9,853.8,2673,6059,3.443727309398952,6.149213376224415,8538,National Defense
2000,38,Veterans Benefits,5.529994308480364,9,878.5,2802,6223,3.4285714285714284,6.187130589941095,8785,National Defense
2001,38,Veterans Benefits,5.559085542556617,9,931.7,3026,6605,3.4351032448377583,6.134431479016081,9317,National Defense
2002,38,Veterans Benefits,5.565332206612443,9,946.7,3087,6707,3.429710144927536,6.09288542323049,9467,National Defense
2003,38,Veterans Benefits,5.569245263268083,9,955.3,3110,6762,3.4224292368326763,6.083466832595704,9553,National Defense
2004,38,Veterans Benefits,5.568212056084331,9,977.1,3210,6924,3.431682472778363,6.163140934652442,9771,National Defense
2005,38,Veterans Benefits,5.569624121422023,9,981.7,3235,6962,3.4381786339754816,6.190136087179588,9817,National Defense
2006,38,Veterans Benefits,5.570834542113915,9,1034.1,3406,7344,3.4501167834501167,6.419016502878268,10341,National Defense
2007,38,Veterans Benefits,5.570355388616007,9,1038.3,3422,7375,3.4514627659574466,6.441128179464425,10383,National Defense
2008,38,Veterans Benefits,5.600071929509081,9,1112.2,3714,7893,3.444100340662744,6.570195141372181,11122,National Defense
2009,38,Veterans Benefits,5.599533297433136,9,1114.2,3720,7908,3.44495980210266,6.5741196180503785,11142,National Defense
2010,38,Veterans Benefits,5.624128732467086,9,1162.1,3885,8237,3.433806146572104,6.59254508771613,11621,National Defense
2011,38,Veterans Benefits,5.624177701836822,9,1170.5,3909,8294,3.4312518323072414,6.573036808758788,11705,National Defense
2012,38,Veterans Benefits,5.636823344110089,9,1206.3,4023,8536,3.419903600793876,6.57871357165368,12063,National Defense
2013,38,Veterans Benefits,5.639040079168728,9,1212.6,4046,8571,3.410689170182841,6.55988574164071,12126,National Defense
2014,38,Veterans Benefits,5.639084795801214,9,1219.4,4068,8618,3.409675615212528,6.549447769494642,12194,National Defense
2015,38,Veterans Benefits,5.641228213064017,9,1227.8,4096,8674,3.4064927857935627,6.549802460824303,12278,National Defense
2016,38,Veterans Benefits,5.665387627251371,9,1277.0,4294,9016,3.4014384656366543,6.628671345841432,12770,National Defense
2017,38,Veterans Benefits,5.672470408552883,9,1309.5,4437,9240,3.39662775616083,6.710909509943409,13095,National Defense
2018,38,Veterans Benefits,5.70060140569524,9,1380.1,4709,9739,3.397341211225997,6.894803369050707,13801,National Defense
2019,38,Veterans Benefits,5.702595243258874,9,1383.3,4705,9760,3.3960225877731403,6.872137384218752,13833,National Defense
2020,38,Veterans Benefits,5.738715396154371,9,1466.6,5010,10344,3.393105043961129,6.891049174065632,14666,National Defense
